site_id,sitename,address,city,state,zip,lat,lon,accuracy,bos_district,council_distict,councill_code,elementary_dist,hs_dist,unified_dist,state_assembly_dist,state_senate_dist,congressional_dist
177,BALBOA CITY SCHOOL-ANNEX,,,,92103.0,32.7542465,-117.1481331,LOW,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
181,BALBOA ELEMENTARY,1844 South 40th Street,San Diego,CA,92113.0,32.687014000000005,-117.10799999999999,HIGH,1.0,8.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
185,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES,,,,,32.7909751,-115.57134369999999,LOW,,,,,,,,40.0,51.0
189,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES - SAN BERNARDINO,,,,,34.1009655,-117.26854709999999,LOW,,,,,,,,,
193,BANCROFT ELEMENTARY,8805 TYLER ST.,SPRING VALLEY,CA,91977.0,32.7295648,-117.007819,HIGH,2.0,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71.0,40.0,53.0
197,BANDINI PRIMARY,,,,92113.0,32.694699,-117.11824309999999,LOW,1.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
201,BARNARD ELEMENTARY,2445 Fogg Street,San Diego,CA,92109.0,32.802554,-117.2251,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
205,BARNETT ELEMENTARY,23925 Couna Way,Ramona,CA,92065.0,33.01808,-116.8121,HIGH,2.0,,,,,UNIFIED RAMONA,71.0,38.0,50.0
209,BARRETT,,,,92123.0,32.794146500000004,-117.15396659999999,LOW,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
213,BARONA INDIAN CHARTER,1095 Barona Road,Lakeside,CA,92040.0,32.933084,-116.8772,HIGH,2.0,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
217,BAY PARK ELEMENTARY,2433 Denver Street,San Diego,CA,92110.0,32.786443,-117.20398999999999,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
221,BAY POINT PRE K,,,,92106.0,32.728696899999996,-117.22288429999999,LOW,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
225,BAYPOINT PREPARATORY ACADEMY - SAN DIEGO,"1175 Linda Vista Dr,",San Marcos,CA,92078.0,33.137364,-117.19122,HIGH,5.0,3.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
229,BAYSHORE PREPARATORY CHARTER,1175 Linda Vista Drive,San Marcos,CA,92078.0,33.137768,-117.19176999999999,HIGH,5.0,3.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
233,BAYSIDE BLENDED COMMUNITY SCHOOL,,,,92111.0,32.7695778,-117.1798476,LOW,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
237,BAYSIDE ELEMENTARY,490 EMORY ST.,IMPERIAL BEACH,CA,91932.0,32.5882989,-117.1130753,HIGH,1.0,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78.0,40.0,51.0
241,BAYSIDE STEAM ACADEMY,490 Emory Street,Imperial Beach,CA,91932.0,32.587565000000005,-117.11311,HIGH,1.0,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78.0,40.0,51.0
245,BAYVIEW CDC,,,,91910.0,32.651096,-117.050124,LOW,1.0,,,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,79.0,40.0,53.0
249,BEACON CLASSICAL ACADEMY ELEMENTARY CHARTER,2400 Euclid Avenue,National City,CA,91950.0,32.667861,-117.07766000000001,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80.0,40.0,51.0
253,BEACON CLASSICAL ACADEMY NATIONAL CITY,2400 Euclid Avenue,National City,CA,91950.0,32.667861,-117.07766000000001,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80.0,40.0,51.0
257,BEAR VALLEY MIDDLE,3003 Bear Valley Parkway,Escondido,CA,92025.0,33.083711,-117.05633999999999,HIGH,3.0,4.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
261,BEAUMONT ELEMENTARY,550 BEAUMONT DR.,VISTA,CA,92084.0,33.1979782,-117.22458490000001,HIGH,5.0,2.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
265,BELL MIDDLE,620 BRIARWOOD RD.,SAN DIEGO,CA,92139.0,32.6881407,-117.03862959999998,HIGH,1.0,4.0,SD,,,UNIFIED SAN DIEGO,79.0,40.0,53.0
269,BELLA MENTE MONTESSORI ACADEMY,1737 West Vista Way,Vista,CA,92083.0,33.189574,-117.27871999999999,HIGH,5.0,3.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
273,BENCHLEY/WEINBERGER ELEMENTARY,6269 Twin Lake Drive,San Diego,CA,92119.0,32.794462,-117.03254,HIGH,2.0,7.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,53.0
277,BERNARDO ELEMENTARY,1122 Mountain Heights Drive,Escondido,CA,92029.0,33.084707,-117.09137,HIGH,3.0,,,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
281,BERNARDO HEIGHTS MIDDLE,12990 Paseo Lucido,San Diego,CA,92128.0,32.995489,-117.06788,HIGH,3.0,5.0,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77.0,39.0,52.0
285,BETHUNE K-8,6835 Benjamin Holt Road,San Diego,CA,92114.0,32.689764000000004,-117.05013000000001,HIGH,4.0,4.0,SD,,,UNIFIED SAN DIEGO,79.0,40.0,53.0
289,BIRD ROCK ELEMENTARY,5371 La Jolla Hermosa Avenue,La Jolla,CA,92037.0,32.811037,-117.26501,HIGH,4.0,1.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
293,BIRNEY ELEMENTARY,4345 Campus Avenue,San Diego,CA,92103.0,32.755275,-117.14875,HIGH,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
297,BLACK MOUNTAIN MIDDLE,9353 Oviedo Street,San Diego,CA,92129.0,32.96914,-117.12709,HIGH,3.0,5.0,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77.0,39.0,52.0
301,BLESSED SACRAMENT ELEMENTARY,,,,92115.0,32.759854700000005,-117.07475459999999,LOW,2.0,9.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
305,BLOSSOM VALLEY ELEMENTARY,9863 Oakmont Terrace,El Cajon,CA,92021.0,32.861732,-116.84665,HIGH,2.0,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
309,BOBIER ELEMENTARY,220 WEST BOBIER DR.,VISTA,CA,92083.0,33.220717300000004,-117.2473973,HIGH,5.0,1.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
313,BONITA VISTA MIDDLE,650 Otay Lakes Road,Chula Vista,CA,91913.0,32.648596000000005,-117.00527,HIGH,1.0,1.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,53.0
317,BONITA VISTA SENIOR HIGH,751 Otay Lakes Road,Chula Vista,CA,91913.0,32.646029999999996,-117.00113999999999,HIGH,1.0,1.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,53.0
321,BONSALL ELEMENTARY,31555 Old River Road,Bonsall,CA,92003.0,33.287143,-117.22078,HIGH,5.0,,,,,UNIFIED BONSALL,75.0,38.0,50.0
325,BONSALL HIGH,7350 West Lilac Road,Bonsall,CA,92003.0,33.296238,-117.17648,HIGH,5.0,,,,,UNIFIED BONSALL,75.0,38.0,50.0
329,BONSALL WEST ELEMENTARY,5050 El Mirlo Drive,Oceanside,CA,92057.0,33.263619,-117.29383999999999,HIGH,5.0,2.0,OC,,,UNIFIED BONSALL,76.0,36.0,49.0
333,BOONE ELEMENTARY,7330 Brookhaven Road,San Diego,CA,92114.0,32.694651,-117.0364,HIGH,4.0,4.0,SD,,,UNIFIED SAN DIEGO,79.0,40.0,53.0
337,BORREGO SPRINGS ELEMENTARY,1315 Palm Canyon Drive,Borrego Springs,CA,92004.0,33.256865000000005,-116.34685,HIGH,5.0,,,,,UNIFIED BORREGO SPRINGS,71.0,38.0,50.0
341,BORREGO SPRINGS HIGH,2281 Diegueno Road,Borrego Springs,CA,92004.0,33.265514,-116.38373,HIGH,5.0,,,,,UNIFIED BORREGO SPRINGS,71.0,38.0,50.0
345,BORREGO SPRINGS MIDDLE,2255 Diegueno Road,Borrego Springs,CA,92004.0,33.264682,-116.38367,HIGH,5.0,,,,,UNIFIED BORREGO SPRINGS,71.0,38.0,50.0
349,BOSTONIA LANGUAGE ACADEMY,1390 East Broadway,El Cajon,CA,92021.0,32.807818,-116.93171000000001,HIGH,2.0,3.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
353,BOULDER OAKS ELEMENTARY,2320 Tavern Road,Alpine,CA,91901.0,32.819163,-116.77617,HIGH,2.0,,,GEN ELEM ALPINE UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
357,BREAKING CYCLES,,,,92069.0,33.142539299999996,-117.16504509999999,LOW,5.0,1.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
361,BREEZE HILL ELEMENTARY,1111 Melrose Way,Vista,CA,92081.0,33.18517,-117.25456000000001,HIGH,5.0,3.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
365,BROOKLYN CDC,,,,92102.0,32.718780100000004,-117.12920349999999,LOW,4.0,3.0,SD,,,UNIFIED SAN DIEGO,80.0,39.0,53.0
369,BUENA VISTA ELEMENTARY,1330 Buena Vista Way,Carlsbad,CA,92008.0,33.168932,-117.34252,HIGH,5.0,1.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
373,BURBANK ELEMENTARY,2146 JULIAN AVE.,SAN DIEGO,CA,92113.0,32.700366700000004,-117.13819440000002,HIGH,1.0,8.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
377,CABRILLO ELEMENTARY,3120 Talbot Street,San Diego,CA,92106.0,32.720377,-117.23364,HIGH,1.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
381,CADMAN ELEMENTARY,4370 KAMLOOP AVE.,SAN DIEGO,CA,92117.0,32.8218665,-117.2161211,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
385,CAJON PARK ELEMENTARY,10300 Magnolia Avenue,Santee,CA,92071.0,32.865961999999996,-116.97111000000001,HIGH,2.0,1.0,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71.0,38.0,50.0
389,CAJON VALLEY COMMUNITY DAY,165 Roanoke Road,El Cajon,CA,92020.0,32.795708000000005,-116.95481000000001,HIGH,2.0,2.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,53.0
393,CAJON VALLEY HOME,1384 Broadway,El Cajon,CA,92021.0,32.807708,-116.93212,HIGH,2.0,3.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
397,CAJON VALLEY MIDDLE,550 Park Avenue,El Cajon,CA,92020.0,32.798383,-116.95555,HIGH,2.0,2.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,53.0
401,CALAVERA HILLS ELEMENTARY,4100 Tamarack Avenue,Carlsbad,CA,92010.0,33.172385,-117.29083,HIGH,5.0,2.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
405,CALAVERA HILLS MIDDLE,4104 Tamarack Avenue,Carlsbad,CA,92010.0,33.172385,-117.29083,HIGH,5.0,2.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
409,CALIFORNIA/SP ED,215 W. CALIFORNIA AVE,VISTA,CA,92083.0,33.207737800000004,-117.2472733,HIGH,5.0,1.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
413,CALIFORNIA ACADEMY OF SPORTS SCIENCE,"4684 Ontario Mills Parkway, Suite 100",Ontario,CA,,34.069036,-117.54898999999999,HIGH,,,,,,,,,
417,CALIFORNIA AVENUE ELEMENTARY,215 West California Avenue,Vista,CA,92083.0,33.207511,-117.24663999999999,HIGH,5.0,1.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
421,CALIFORNIA PACIFIC CHARTER - SAN DIEGO,30951 Highway 79,Warner Springs,CA,92070.0,33.274227,-116.64411000000001,HIGH,5.0,,,,,UNIFIED WARNER,71.0,38.0,50.0
429,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,50 Moreland Road,Simi Valley,CA,,34.275868,-118.79798000000001,HIGH,,,,,,,,,
433,CALVIN CHRISTIAN,,,,92026.0,33.1529045,-117.0905986,LOW,3.0,2.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
437,CALVIN CHRISTIAN SCHOOL -ANNEX,,,,92026.0,33.1529045,-117.0905986,LOW,3.0,2.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
441,CAMARENA (ENRIQUE S.) ELEMENTARY,1650 Exploration Falls Drive,Chula Vista,CA,91915.0,32.622811,-116.95651000000001,HIGH,1.0,3.0,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79.0,40.0,53.0
445,CAMP CUYAMACA,,,,91916.0,32.841159999999995,-116.61299,LOW,2.0,,,,,UNIFIED MT EMPIRE,71.0,38.0,50.0
449,CAMP LOCKETT MIDDLE,31360 Highway 94,Campo,CA,91906.0,32.616483,-116.47593,HIGH,2.0,,,,,UNIFIED MT EMPIRE,71.0,40.0,51.0
453,CAMP MARSTON,,,,92036.0,33.0432233,-116.62134809999999,LOW,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
457,CAMP SURF,,,,91932.0,32.586481400000004,-117.1291598,LOW,1.0,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78.0,40.0,51.0
461,CAMPO ELEMENTARY,1654 BUCKMAN SPRINGS RD.,CAMPO,CA,91906.0,32.642617200000004,-116.4867872,HIGH,2.0,,,,,UNIFIED MT EMPIRE,71.0,40.0,51.0
465,CAMPO HIGH (CONTINUATION),3305 Buckman Springs Road,Pine Valley,CA,91962.0,32.734352,-116.49293999999999,HIGH,2.0,,,,,UNIFIED MT EMPIRE,71.0,40.0,51.0
469,CANYON CREST ACADEMY,5951 Village Center Loop Road,San Diego,CA,92130.0,32.96024,-117.18835,HIGH,3.0,1.0,SD,GEN ELEM DEL MAR UNION,HIGH SAN DIEGUITO UNION,,77.0,39.0,52.0
473,CANYON VIEW ELEMENTARY,9225 Adolphia Street,San Diego,CA,92129.0,32.947126000000004,-117.12807,HIGH,3.0,6.0,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77.0,39.0,52.0
477,CAPRI ELEMENTARY,941 Capri Road,Encinitas,CA,92024.0,33.076064,-117.28846000000001,HIGH,3.0,1.0,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76.0,36.0,49.0
481,CARDIFF ELEMENTARY,1888 Montgomery Avenue,Cardiff-by-the-Sea,CA,92007.0,33.025044,-117.2822,HIGH,3.0,3.0,EN,GEN ELEM CARDIFF,HIGH SAN DIEGUITO UNION,,76.0,36.0,49.0
485,CARLSBAD HIGH,3557 Monroe Street,Carlsbad,CA,92008.0,33.162399,-117.32698,HIGH,5.0,1.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
