sponsor_id,sponsorname,site_id,sitename,year,address,city,zip,programtypes,contact,telephone
6,ALL KIDS ACADEMY HEAD START INC.,,LA MESA HEAD START,2015,7520 EL CAJON BLVD ST. 201/203,LA MESA,91940,HEAD START CENTER (HSC),MS. TINA CRUZ,619-463-1093
6,ALL KIDS ACADEMY HEAD START INC.,,REDWOOD HEAD START,2015,533 S. FIRST STREET,EL CAJON,92019,HEAD START CENTER (HSC),MS. HORTENSIA MURILLO,619-579-0366
6,ALL KIDS ACADEMY HEAD START INC.,,SAN MIGUEL HEAD START,2015,7059 SAN MIGUEL AVE,LEMON GROVE,91945,HEAD START CENTER (HSC),MS. GLORIA SANCHEZ,619-460-6611
6,ALL KIDS ACADEMY HEAD START INC.,,VISTA LA MESA HEAD START,2015,3900 VIOLET STREET,LA MESA,91941,HEAD START CENTER (HSC),MS. DANIELLE ANGELETTA,619-825-5600
7,AMERICARE ADHC INC,,AMERICARE ADHCC,2015,340 RANCHEROS DR #196,SAN MARCOS,92069,ADULT DAY HEALTH (ADH),MRS. IRENE NASHTUT,760-682-2424
10,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER,,ASSOC STUDENTS CHILD CARE CTR,2015,5500CAMPANILE DR,SAN DIEGO,92182,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)",MRS. ROBIN JUDD,619-594-7298
11,ATC PACIFIC LLC,,ATC PACIFIC LLC,2015,2403 ALPINE BLVD,ALPINE,91901,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",MRS. BRITTANY SILVA,619-445-5462
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,57,BAKER BRANCH,2015,835 W. 15TH AVE.,ESCONDIDO,92025,AT RISK SITE (ATR),MR. CHRIS ALTO,760-745-0515
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,129,BRONNER BRANCH,2015,28751 COLE GRADE RD.,VALLEY CENTER,92082,AT RISK SITE (ATR),MR. JONATHAN KERSTETTER,760-749-9822
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,242,CLAIREMONT BRANCH,2015,4635 CLAIREMONT MESA BLVD.,SAN DIEGO,92117,AT RISK SITE (ATR),MRS. RUTH CASSIDY,858-273-1645
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,301,DEL DIOS X-TRACK,2015,1400 W. 9TH.,ESCONDIDO,92025,AT RISK SITE (ATR),MS. JENNIFER COOPER,760-877-1788
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,364,ENCANTO BRANCH,2015,6785 IMPERIAL AVE.,SAN DIEGO,92114,AT RISK SITE (ATR),MS. JESSICA BARAJAS,619-263-6407
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,472,HIDDEN VALLEY MIDDLE,2015,2700 REED RD.,ESCONDIDO,92027,AT RISK SITE (ATR),MR. CHRIS DOTSON,760-208-7559
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,760,MISSION MIDDLE SCHOOL X-TRACK,2015,939 E. MISSION AVE.,ESCONDIDO,92025,AT RISK SITE (ATR),MR. DAVID LUEVANOS,760-215-0277
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,763,MITCHELL BRANCH,2015,115 W WOODWARD AVE,ESCONDIDO,92025,"AT RISK SITE (ATR), PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",MR. ANDREW AGUIRRE,760-746-3315
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,963,PAYNE FAMILY BRANCH (FORMERLY NATIONAL CITY BRANCH),2015,1430 D. AVE.,NATIONAL CITY,91950,AT RISK SITE (ATR),MS. CONNIE ALVAREZ,619-477-5445
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,998,RAMONA BRANCH,2015,622 E. ST.,RAMONA,92065,AT RISK SITE (ATR),MRS. SIMONE MCCUNE,760-789-8203
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,,RINCON X-TRACK,2015,925 LEHNER AVE.,ESCONDIDO,92026,AT RISK SITE (ATR),MR. ROY CORNETT,760-532-8866
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,1035,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),2015,2230 E. JEWETT ST.,SAN DIEGO,92111,AT RISK SITE (ATR),MR. HUY NGUYEN,858-277-6670
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,1185,SULPIZIO FAMILY BRANCH,2015,12988  BOWRON RD.,POWAY,92064,AT RISK SITE (ATR),MISS JAMILAH BARNES,858-748-9933
14,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,1322,WILLIAM J OAKES BRANCH,2015,2930 MARCY AVE.,SAN DIEGO,92113,AT RISK SITE (ATR),MR. RICARDO SANDOVAL,619-525-1739
15,BOYS & GIRLS CLUB OF IMPERIAL BEACH,,BOYS&GIRLS CLUB-ENCINA,2015,847 ENCINA AVE,IMPERIAL BEACH,91932,AT RISK SITE (ATR),MR. AARON RUIZ,619-424-2266
562,BOYS & GIRLS CLUBS OF OCEANSIDE CALIFORNIA INCORPORATED,,BOYS & GIRLS CLUBS OF OCEANSIDE,2015,401 COUNTRY CLUB LANE,OCEANSIDE,92054,AT RISK SITE (ATR),MISS HILLARY ADAMS,760-433-8920
17,BOYS CLUB OF FALLBROOK,,INGOLD UNIT,2015,445 E. IVY STREET,FALLBROOK,92028,AT RISK SITE (ATR),MRS. LISA WARE,760-728-5871
541,BUILDING BETTER COMMUNITIES,,MT ERIE BAPTIST CHURCH,2015,530 S. 47TH STREET,SAN DIEGO,92113,PRESCHOOL AGE CENTER (CCC),MRS. KAILYN WELLS,619-263-1914
541,BUILDING BETTER COMMUNITIES,,MT ERIE CHRISTIAN ACADEMY-INFANT CENTER,2015,535 47TH STREET,SAN DIEGO,92113,INFANT/TODDLER (ITC),MRS. KAILYN WELLS,619-335-1611
541,BUILDING BETTER COMMUNITIES,,MT ERIE TROLLEY CARE,2015,280 47TH STREET,SAN DIEGO,92102,PRESCHOOL AGE CENTER (CCC),MRS. KAILYN WELLS,619-335-1611
18,CA RELIABLE MEDICAL SYSTEMS INC,,ELM ADHC CENTER,2015,1220 ELM AVENUE,IMPERIAL BEACH,91932-2311,ADULT DAY HEALTH (ADH),MRS. MARLENA YOUNG,619-827-0573
18,CA RELIABLE MEDICAL SYSTEMS INC,,GOLDEN LIFE ADHC CENTER,2015,7373 UNIVERSITY AVE. #101,LA MESA,91942,ADULT DAY HEALTH (ADH),MRS. JENNIFER SMITH,619-433-3398
21,CASA DE AMPARO,,CASA DE AMPARO 2,2015,103 RANCHO DEL ORO DR,OCEANSIDE,92057,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC)",MS. MELISSA GREENWAY,760-439-4149
23,CENTRO DE SALUD DE LA,,SAN YSIDRO ADULT DAY HEALTH CARE CENTER,2015,3364 BEYER BLVD.,SAN YSIDRO,92173,ADULT DAY HEALTH (ADH),MS. SHERI MCFADDEN,619-205-1373
24,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,,BARRIO CHILD DEVELOPMENT CTR,2015,2138 LOGAN AVE,SAN DIEGO,92113,STATE PRE SCHOOL CENTER (SPS),WENDY SANTACRUZ,619-233-3460
25,CHILD DEVELOPMENT ASSOC INC,,CDA FINNEY CHILD DEVLOPMENT CT,2015,3950 BYRD STREET,SAN DIEGO,92154,PRESCHOOL AGE CENTER (CCC),ARMIDA CARBAJAL,619-690-0147
25,CHILD DEVELOPMENT ASSOC INC,,CDA HILLTOP CHILD DEVELOPMENT CENTER,2015,690 CORTE MARIA AVENUE,CHULA VISTA,91910,PRESCHOOL AGE CENTER (CCC),SUSAN HOLLEY,619-691-6850
25,CHILD DEVELOPMENT ASSOC INC,,CDA/CHILD DEV CTR THE PARKS,2015,2200 E AVENUE,NATIONAL CITY,91950,PRESCHOOL AGE CENTER (CCC),MARIA SIFUENTES,619-477-9602
27,CHILDREN OF THE RAINBOW INC,,"CHILDREN OF THE RAINBOW, INC",2015,4890 LOGAN AVENUE,SAN DIEGO,92113,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)",YANIRA MOLINA,619-615-0652
29,CHILDRENS PARADISE INC,,CHILDRENS PARADISE VALE TERRACE,2015,990 VALE TERRACE DR,VISTA,92084-5212,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",KELLEY HILLS,760-941-7578
29,CHILDRENS PARADISE INC,,CP/SHADOWRIDGE,2015,145 NORTH MELROSE,VISTA,92083,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",LONA PICKLE,760-724-5600
29,CHILDRENS PARADISE INC,,EL NORTE PARKWAY CENTER - ESCONDIDO,2015,986 W. EL NORTE PARKWAY,ESCONDIDO,92026,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",MS. BRITTNEY SMITH,760-480-1300
543,CHILDTIME CHILD CARE INC CHILDREN'S CENTERS,,C/TIME CHILDRENS C/INC SCH AGE,2015,5565 LAKE PARK WAY,LA MESA,91942,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",DEANNE ROMERO,619-460-0310
506,CHULA VISTA ELEMENTARY,390,FEASTER (MAE L.) CHARTER,2015,670 FLOWER STREET,CHULA VISTA,91910,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,394,FINNEY (MYRTLE S.) ELEMENTARY,2015,3950 BYRD STREET,CHULA VISTA,92154,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,455,HARBORSIDE ELEMENTARY,2015,681 NAPLES STREET,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,570,JUAREZ-LINCOLN ELEMENTARY,2015,849 TWINING AVENUE,SAN DIEGO,92154,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,594,KELLOGG (KARL H.) ELEMENTARY,2015,229 E. NAPLES ST.,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,638,LAUDERBACH (J. CALVIN) ELEMENTARY,2015,390 PALOMAR STREET,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,688,LOMA VERDE ELEMENTARY,2015,1450 LOMA LANE,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,772,MONTGOMERY (JOHN J.) ELEMENTARY,2015,1601 FOURTH AVENUE,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,796,MUELLER CHARTER (ROBERT L.),2015,715 I STREET,CHULA VISTA,91910,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,919,OTAY ELEMENTARY,2015,1651 ALBANY AVENUE,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,1018,RICE (LILIAN J.) ELEMENTARY,2015,915 FOURTH AVENUE,CHU;LA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,1030,ROGERS (GREG) ELEMENTARY,2015,510 EAST NAPLES STREET,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,1031,ROHR (FRED H.) ELEMENTARY,2015,1540 MALTA  AVENUE,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,1259,VALLE LINDO ELEMENTARY,2015,1515 OLEANDER AVENUE,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
506,CHULA VISTA ELEMENTARY,1296,VISTA SQUARE ELEMENTARY,2015,540 G STREET,CHULA VISTA,91911,STATE PRE SCHOOL CENTER (SPS),RITA PALET,619-425-9600
31,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,,DAYSPRING CHRISTIAN LRN CENTER,2015,1150 GREENFIELD DR,EL CAJON,92021,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",KELLY WADE,619-442-2895
34,CLAIREMONT VILLA ADHC INC,,CLAIREMONT VILLA ADHC,2015,5150 MURPHY CANYON RD  #101,SAN DIEGO,92123,ADULT DAY HEALTH (ADH),IULIIA FEDYN,858-576-8575
34,CLAIREMONT VILLA ADHC INC,,CLAIREMONT VILLA ADULT DAY HEALTH CENTER,2015,10174 OLD GROVE RD STE 100,SAN DIEGO,92131,ADULT DAY HEALTH (ADH),IULIIA FEDYN,858-576-8575
36,COLES COTTAGE CHILD CENTER INC,,COLES COTTAGE CHILD CENTER INC.,2015,505 CIVIV CENTER DRIVE,VISTA,92084,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)",MS. INDA COLE,760-724-0447
544,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY INC,,BOYS AND GIRLS CLUB HEAD START,2015,12988 BOWRON ROAD,POWAY,92064,HEAD START CENTER (HSC),MS. ALICIA JONES,858-668-2985
544,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY INC,,HILLSIDE VILLAGE HEAD START,2015,12979 A. COMMUNITY RD,POWAY,92064,HEAD START CENTER (HSC),MS. BRITTANY WILDER,858-486-1296
544,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY INC,,MIDLAND HEAD START,2015,13910 MIDLAND ROAD,POWAY,92064,HEAD START CENTER (HSC),MS. CHERYL MARSHALL,858-391-0216
544,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY INC,,NUEVO HEAD START,2015,1401-C  HANSON LANE,RAMONA,92065,HEAD START CENTER (HSC),MS. SILVIA ROMERO,760-789-7928
544,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY INC,,RAMONA HEAD START,2015,415 8TH STREET,RAMONA,92065,HEAD START CENTER (HSC),MS. JENNIFER JOHNSON,760-789-2087
39,DINO DAY CARE INC,,DINO DAY CARE INC.,2015,6 HIGHLAND AVENUE,NATIONAL CITY,91950,PRESCHOOL AGE CENTER (CCC),MARIA ENRIQUEZ,619-564-1456
40,EAST SAN DIEGO ASSEMBLY OF GOD,,TABLETIME,2015,3737 WIGHTMAN,SAN DEIGO,92105,AT RISK SITE (ATR),REV. BOB METS,619-281-4583
545,EASTER SEALS S CALIF INC,,EASTER SEALS CDC-ENCINITAS,2015,2240 ENCINITAS BLVD. SUITE H,ENCINITAS,92024,HEAD START CENTER (HSC),MS. ALYSSA CHAPMAN,760-635-2600
545,EASTER SEALS S CALIF INC,,EASTER SEALS CDC-LEUCADIA,2015,616 N. COAST HIGHWAY 101,ENCINITAS,92024,HEAD START CENTER (HSC),MS. ALYSSA CHAPMAN,909-605-2709
545,EASTER SEALS S CALIF INC,,EASTER SEALS CDC-SOLANA BEACH,2015,936 GENEVIEVE STREET,SOLANO BEACH,92075,HEAD START CENTER (HSC),MS. ALYSSA CHAPMAN,858-509-2600
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,DAVID AND JILLIAN GILMOUR EEC,2015,735 AVENIDA BENITO JUAREZ,VISTA,92083,PRESCHOOL AGE CENTER (CCC),MRS. DARLENE SKIDMORE,760-639-4170
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES - MISSION EARLY EDUCATION CENTER,2015,634 WEST MISSION ROAD,SAN MARCOS,92069,PRESCHOOL AGE CENTER (CCC),BARBARA SAXTON,858-569-7273
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES - MONTE VISTA,2015,1720 MONTE VISTA DRIVE,VISTA,92084,PRESCHOOL AGE CENTER (CCC),SARA HERNANDEZ,760-752-1235
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES CHILD DEVELOPMENT CENTER,2015,6960 LINDA VISTA RD,SAN DIEGO,92111,PRESCHOOL AGE CENTER (CCC),MRS. MARIA NARANJO,619-278-2571
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES JEFF AND DENI JACOBS CENTER,2015,2360 EAST JEWETT ST,SAN DIEGO,92111,PRESCHOOL AGE CENTER (CCC),MRS. PATRICIA SMITH,619-278-2571
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES KNOB HILL STATE PRESCHOOL,2015,1825 KNOB HILL RD #17,SAN MARCOS,92069,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-290-2112
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES- BEAUMONT STATE PRESCHOOL,2015,550 BEAUMONT DRIVE,VISTA,92084,PRESCHOOL AGE CENTER (CCC),MRS. SARA HERNANDEZ,760-726-8206
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-ALVIN DUNN SPS/CCC,2015,3697 LA MIRADA DR,SAN MARCOS,92069,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-290-2010
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-BOBIER PRESCHOOL,2015,222 WEST BOBIER DRIVE,VISTA,92083,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-643-2476
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-CASITA PRESCHOOL,2015,260 CEDAR ROAD,VISTA,92084,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-724-4432
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-JOLI ANN LEICHTAG PRESCHL,2015,653 POINSETTIA AVE,VISTA,92081,PRESCHOOL AGE CENTER (CCC),MRS. SARA HERNANDEZ,760-643-2460
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-RICHLAND SPS/CCC,2015,910 E BORDEN RD,SAN MARCOS,92069,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-290-2413
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,EES-VISTA ACADEMY PRESCHOOL,2015,600 NORTH SANTA FE AVENUE,VISTA,92083,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-941-1106
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,ESS TEMPLE HEIGHTS STATE PRESC,2015,1550 TEMPLE HEIGHTS DRIVE,OCEANSIDE,92056,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-631-6242
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,FOOT HILL OAKS PRESCHOOL,2015,1370 OAK DRIVE,VISTA,92084,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-631-3458
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,GRAPEVINE PRESCHOOL,2015,630 GRAPEVINE ROAD,VISTA,92083,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-724-8329
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,HANNALEI PRESCHOOL,2015,120 HANNALEI DRIVE,VISTA,92083,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-631-6248
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,MARYLAND STATE PRESCHOOL,2015,700 NORTH AVENUE,VISTA,92083,STATE PRE SCHOOL CENTER (SPS),MRS. SARA HERNANDEZ,760-631-6675
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,MISSION MEADOWS PRESCHOOL,2015,5657 SPUR AVENUE,OCEANSIDE,92057,PRESCHOOL AGE CENTER (CCC),MRS. SARA HERNANDEZ,760-630-7884
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,PARK VILLAGE CHILD CARE CENTER,2015,1256 THIRD AVENUE  #29,CHULA VISTA,91910,PRESCHOOL AGE CENTER (CCC),MRS. GLORIA GARCIA,619-422-4642
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,SAN MARCOS STATE PRESCHOOL,2015,1 TIGER WAY,SAN MARCOS,92069,PRESCHOOL AGE CENTER (CCC),MRS. SARA HERNANDEZ,760-290-2980
41,EDUCATIONAL ENRICHMENT SYSTEMS INC,,VISTA CHILD DEVELOPMENT CNTR,2015,410 WEST CALIFORNIA AVE,VISTA,92083,PRESCHOOL AGE CENTER (CCC),MRS. MARY SMITH,619-726-2530
42,EJE ACADEMIES,344,EJE ELEMENTARY ACADEMY-ANNEX,2015,851 S. JOHNSON AVE,EL CAJON,92020,AT RISK SITE (ATR),MRS. EVA PACHECO,619-401-4150
43,EL CAJON WESLEYAN CHURCH,,EL CAJON WESLEYAN PRESCHOOL,2015,1500 E LEXINGTON AVE,EL CAJON,92019,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",CHRISTINE HUGHES,619-441-2803
46,EPISCOPAL COMMUNITY SERVICES,,ECS 4TH AND D HEAD START,2015,385 D STREET,CHULA VISTA,91910,HEAD START CENTER (HSC),LUCILA AGUIRRE,619-591-9136
46,EPISCOPAL COMMUNITY SERVICES,,ECS BOYS & GIRLS CLUB,2015,1430 D AVENUE,NATIONAL CITY,91950,HEAD START CENTER (HSC),MELISSA RUGAMA,619-292-2550
46,EPISCOPAL COMMUNITY SERVICES,,ECS CASTLE PARK HEADSTART,2015,1375 THIRD AVENUE,CHULA VISTA,91911,HEAD START CENTER (HSC),ROSETTA RODRIGUEZ,619-409-4200
46,EPISCOPAL COMMUNITY SERVICES,,ECS ETA HEAD START,2015,817 ETA STREET,NATIONAL CITY,91950,HEAD START CENTER (HSC),ANGELA JOHNSON,619-955-5147
46,EPISCOPAL COMMUNITY SERVICES,,ECS HAMMOND CDC HEAD START,2015,455 PALM AVE,IMPERIAL BEACH,91932,HEAD START CENTER (HSC),FRANCES KELLEY,619-575-4448
46,EPISCOPAL COMMUNITY SERVICES,,ECS HARBISON HEAD START,2015,1540 SOUTH HARBISON AVE,NATIONAL CITY,91950,HEAD START CENTER (HSC),JAMIE CABRERA,619-475-1765
46,EPISCOPAL COMMUNITY SERVICES,,ECS HIGHLAND HEAD START,2015,2605 HIGHLAND AVE,NATIONAL CITY,91950,HEAD START CENTER (HSC),GEORGINA JABBARI,619-477-8083
46,EPISCOPAL COMMUNITY SERVICES,,ECS MONTGOMERY HEAD START,2015,3240 PALM AVE,SAN DIEGO,92154,HEAD START CENTER (HSC),MELISSA RUGAMA,619-424-4027
46,EPISCOPAL COMMUNITY SERVICES,,ECS NESTOR HEAD START,2015,2399 GROVE AVE,SAN DIEGO,92154,HEAD START CENTER (HSC),JULIE MARSDEN,619-423-4986
46,EPISCOPAL COMMUNITY SERVICES,,ECS OXFORD HEAD START,2015,267 E. OXFORD STREET,CHULA VISTA,91911,HEAD START CENTER (HSC),JOAN BORGONIA,619-796-7196
46,EPISCOPAL COMMUNITY SERVICES,,ECS PALOMAR HEAD START,2015,1320 4TH AVENUE,CHULA VISTA,91941,HEAD START CENTER (HSC),ELIZABETH GUTIERREZ,619-427-6092
46,EPISCOPAL COMMUNITY SERVICES,,ECS PLAZA HEAD START,2015,1805 EAST 17TH ST,NATIONAL CITY,91950,HEAD START CENTER (HSC),WENDY SANTACRUZAN,619-474-3477
46,EPISCOPAL COMMUNITY SERVICES,,ECS SAN YSIDRO HEADSTART,2015,249 WILLOW RD,SAN YSIDRO,92173,HEAD START CENTER (HSC),MARIE ALZINA,619-428-6614
46,EPISCOPAL COMMUNITY SERVICES,,ECS ZAMORANO HEAD START,2015,7375 TOOMA STREET,SAN DIEGO,92139,HEAD START CENTER (HSC),DENISE TREJO,619-434-5780
46,EPISCOPAL COMMUNITY SERVICES,,VICTORIA CENTER,2015,1665 PRECISION PARK LANE #A-C,SAN YSIDRO,92173,INFANT/TODDLER (ITC),MS. FRANCES KELLEY,619-964-7644
47,ESCONDIDO COMMUNITY CHILD DEVELOPMENT CTR,,BOYCE CENTER/9TH AVENUE,2015,819 WEST 9TH AVE,ESCONDIDO,92025,PRESCHOOL AGE CENTER (CCC),MS. LISA BURKE,760-745-9215
47,ESCONDIDO COMMUNITY CHILD DEVELOPMENT CTR,,CLOTHIER CENTER/LINCOLN AVENUE,2015,613 E LINCOLN AVE,ESCONDIDO,92027,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)",MS. RUTH HEWITT,760-839-9330
47,ESCONDIDO COMMUNITY CHILD DEVELOPMENT CTR,,JONES CENTER/VALLEY PKWY,2015,2269 EAST VALLEY PARKWAY,ESCONDIDO,92027,PRESCHOOL AGE CENTER (CCC),MRS. MARCELA JOHNSTON,760-737-8880
